# Start time is 13:03:37
# 
# Range, Heater-output, Time, TempMXC, TempProbe
# % ,s, K ,K 
# Comments: n.a.
3.160000000000000142e+01 0.000000000000000000e+00 1.634729807742946625e+09 1.263039999999999996e-02 2.022730000000000014e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729817780354023e+09 1.262199999999999954e-02 2.022720000000000073e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729827838947058e+09 1.261830000000000070e-02 2.024880000000000083e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729837865009069e+09 1.248890000000000070e-02 2.024439999999999920e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729847892161846e+09 1.249019999999999991e-02 2.019450000000000064e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729857941805363e+09 1.245600000000000006e-02 2.019519999999999996e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729867991970301e+09 1.245360000000000043e-02 2.017259999999999887e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729878048098326e+09 1.244999999999999926e-02 2.017050000000000093e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729888083230019e+09 1.244999999999999926e-02 2.010939999999999950e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729898132197857e+09 1.232259999999999953e-02 2.010719999999999869e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729908218616009e+09 1.232259999999999953e-02 2.012190000000000159e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729918276592731e+09 1.224540000000000003e-02 2.012190000000000159e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729928314478397e+09 1.224540000000000003e-02 2.003179999999999891e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729938348004818e+09 1.223650000000000085e-02 2.003179999999999891e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729948393186808e+09 1.223650000000000085e-02 2.000009999999999982e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729958432371378e+09 1.212320000000000064e-02 2.000009999999999982e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729968478382826e+09 1.212320000000000064e-02 1.999770000000000020e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729978515065193e+09 1.206939999999999923e-02 1.999770000000000020e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729988546806097e+09 1.206939999999999923e-02 1.995950000000000155e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634729998588394642e+09 1.206619999999999915e-02 1.995950000000000155e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730008614790201e+09 1.206619999999999915e-02 1.993380000000000152e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730018662967205e+09 1.202109999999999984e-02 1.993380000000000152e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730028706092358e+09 1.202109999999999984e-02 1.991940000000000030e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730038747952938e+09 1.199159999999999983e-02 1.991940000000000030e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730048774117947e+09 1.199159999999999983e-02 1.987780000000000102e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730058815068007e+09 1.192709999999999951e-02 1.987780000000000102e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730068856046915e+09 1.192709999999999951e-02 1.986320000000000099e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730078889316082e+09 1.189239999999999915e-02 1.986320000000000099e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730088934997320e+09 1.189239999999999915e-02 1.983439999999999856e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730098972944498e+09 1.185310000000000009e-02 1.983439999999999856e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730109021256924e+09 1.185310000000000009e-02 1.985999999999999918e-02
3.160000000000000142e+01 0.000000000000000000e+00 1.634730119064680815e+09 1.179720000000000074e-02 1.985999999999999918e-02
